dataset,algorithm,descriptor,augmentation,rmse,cliff_rmse
CHEMBL4005_Ki,RF,MACCS,0,0.658806004,0.769533518
CHEMBL4203_Ki,RF,MACCS,0,0.925869999,1.286312874
CHEMBL4616_EC50,RF,MACCS,0,0.647716657,0.65821209
CHEMBL4792_Ki,RF,MACCS,0,0.794501429,0.883860921
CHEMBL1862_Ki,RF,PHYSCHEM,0,0.86478801,0.736878316
CHEMBL1871_Ki,RF,PHYSCHEM,0,0.770511814,0.783913729
CHEMBL2034_Ki,RF,PHYSCHEM,0,0.810279591,0.905812918
CHEMBL204_Ki,RF,PHYSCHEM,0,1.094764755,1.176354789
CHEMBL2047_EC50,RF,PHYSCHEM,0,0.818492944,0.90579639
CHEMBL214_Ki,RF,PHYSCHEM,0,0.96631037,0.962346019
CHEMBL2147_Ki,RF,PHYSCHEM,0,1.062735433,1.064629897
CHEMBL218_EC50,RF,PHYSCHEM,0,0.815481408,0.84497247
CHEMBL219_Ki,RF,PHYSCHEM,0,0.988749444,1.028221775
CHEMBL228_Ki,RF,PHYSCHEM,0,0.933657539,0.925175461
CHEMBL231_Ki,RF,PHYSCHEM,0,0.846078585,0.801315212
CHEMBL233_Ki,RF,PHYSCHEM,0,1.00471022,0.929567111
CHEMBL234_Ki,RF,PHYSCHEM,0,0.894024086,0.936125089
CHEMBL235_EC50,RF,PHYSCHEM,0,0.799052277,0.873447294
CHEMBL236_Ki,RF,PHYSCHEM,0,1.011480639,0.996246841
CHEMBL237_EC50,RF,PHYSCHEM,0,0.998763137,0.866115846
CHEMBL237_Ki,RF,PHYSCHEM,0,1.003309397,0.989169082
CHEMBL238_Ki,RF,PHYSCHEM,0,0.85565738,0.851773988
CHEMBL239_EC50,RF,PHYSCHEM,0,0.879683622,1.000989232
CHEMBL244_Ki,RF,PHYSCHEM,0,1.161792303,1.134395373
CHEMBL262_Ki,RF,PHYSCHEM,0,0.852389363,0.799320178
CHEMBL264_Ki,RF,PHYSCHEM,0,0.815004057,0.880818146
CHEMBL2835_Ki,RF,PHYSCHEM,0,0.467443787,0.857774909
CHEMBL287_Ki,RF,PHYSCHEM,0,0.909222709,0.956481251
CHEMBL2971_Ki,RF,PHYSCHEM,0,0.848788635,0.952784151
CHEMBL3979_EC50,RF,PHYSCHEM,0,0.915722114,0.878136248
CHEMBL4005_Ki,RF,PHYSCHEM,0,0.713583997,0.855442381
CHEMBL4203_Ki,RF,PHYSCHEM,0,1.001657234,1.444450981
CHEMBL4616_EC50,RF,PHYSCHEM,0,0.767417257,0.726316103
CHEMBL4792_Ki,RF,PHYSCHEM,0,0.836968929,0.860127074
CHEMBL1862_Ki,RF,WHIM,0,0.852191939,0.799438358
CHEMBL1871_Ki,RF,WHIM,0,0.802189363,0.821419062
CHEMBL2034_Ki,RF,WHIM,0,0.913135215,1.065763289
CHEMBL204_Ki,RF,WHIM,0,1.293218824,1.334171928
CHEMBL2047_EC50,RF,WHIM,0,0.863588417,0.790192046
CHEMBL214_Ki,RF,WHIM,0,1.05745651,1.075861232
CHEMBL2147_Ki,RF,WHIM,0,1.033791574,1.01368766
CHEMBL218_EC50,RF,WHIM,0,0.870921936,0.875840306
CHEMBL219_Ki,RF,WHIM,0,1.038703433,1.077976215
CHEMBL228_Ki,RF,WHIM,0,1.074131018,1.052439155
CHEMBL231_Ki,RF,WHIM,0,0.972161466,0.997559126
CHEMBL233_Ki,RF,WHIM,0,1.120009936,1.045409093
CHEMBL234_Ki,RF,WHIM,0,0.973619907,0.994762882
CHEMBL235_EC50,RF,WHIM,0,0.958842416,1.009983753
CHEMBL236_Ki,RF,WHIM,0,1.117683653,1.18554804
CHEMBL237_EC50,RF,WHIM,0,1.307688774,1.320251024
CHEMBL237_Ki,RF,WHIM,0,1.112887372,1.110587306
CHEMBL238_Ki,RF,WHIM,0,0.954736828,0.946565068
CHEMBL239_EC50,RF,WHIM,0,0.991468263,1.038334434
CHEMBL244_Ki,RF,WHIM,0,1.284596841,1.214316341
CHEMBL262_Ki,RF,WHIM,0,0.875421421,0.823529594
CHEMBL264_Ki,RF,WHIM,0,0.896534654,0.906835006
CHEMBL2835_Ki,RF,WHIM,0,0.477529396,0.79336566
CHEMBL287_Ki,RF,WHIM,0,1.005543267,1.009137328
CHEMBL2971_Ki,RF,WHIM,0,0.810464307,0.970922962
CHEMBL3979_EC50,RF,WHIM,0,0.986045472,0.883122092
CHEMBL4005_Ki,RF,WHIM,0,0.819650906,0.828114993
CHEMBL4203_Ki,RF,WHIM,0,0.973906568,1.112096721
CHEMBL4616_EC50,RF,WHIM,0,0.902107138,0.818221371
CHEMBL4792_Ki,RF,WHIM,0,0.959235554,0.949448868
CHEMBL1862_Ki,SVM,ECFP,0,0.667976786,0.634332073
CHEMBL1871_Ki,SVM,ECFP,0,0.668453785,0.735371844
CHEMBL2034_Ki,SVM,ECFP,0,0.696298513,0.841859332
CHEMBL204_Ki,SVM,ECFP,0,0.705086892,0.777426783
CHEMBL2047_EC50,SVM,ECFP,0,0.613573775,0.687410644
CHEMBL214_Ki,SVM,ECFP,0,0.68268759,0.736331258
CHEMBL2147_Ki,SVM,ECFP,0,0.611940859,0.699684115
CHEMBL218_EC50,SVM,ECFP,0,0.697962828,0.772870805
CHEMBL219_Ki,SVM,ECFP,0,0.742872916,0.779398893
CHEMBL228_Ki,SVM,ECFP,0,0.703834817,0.802252448
CHEMBL231_Ki,SVM,ECFP,0,0.709150044,0.924520542
CHEMBL233_Ki,SVM,ECFP,0,0.739604598,0.787474434
CHEMBL234_Ki,SVM,ECFP,0,0.637193812,0.682983497
CHEMBL235_EC50,SVM,ECFP,0,0.671286621,0.784078612
CHEMBL236_Ki,SVM,ECFP,0,0.692146668,0.836264525
CHEMBL237_EC50,SVM,ECFP,0,0.759615507,0.88832452
CHEMBL237_Ki,SVM,ECFP,0,0.707323086,0.753648852
CHEMBL238_Ki,SVM,ECFP,0,0.631791424,0.743794883
CHEMBL239_EC50,SVM,ECFP,0,0.68053929,0.731306277
CHEMBL244_Ki,SVM,ECFP,0,0.737548544,0.835476276
CHEMBL262_Ki,SVM,ECFP,0,0.718612123,0.655080247
CHEMBL264_Ki,SVM,ECFP,0,0.582777064,0.667632387
CHEMBL2835_Ki,SVM,ECFP,0,0.420001671,0.808787754
CHEMBL287_Ki,SVM,ECFP,0,0.778336493,0.772496579
CHEMBL2971_Ki,SVM,ECFP,0,0.610785722,0.779173394
CHEMBL3979_EC50,SVM,ECFP,0,0.687069771,0.727176716
CHEMBL4005_Ki,SVM,ECFP,0,0.550047944,0.646788643
CHEMBL4203_Ki,SVM,ECFP,0,0.879794104,1.001432611
CHEMBL4616_EC50,SVM,ECFP,0,0.588709923,0.617853744
CHEMBL4792_Ki,SVM,ECFP,0,0.675136447,0.741163163
CHEMBL1862_Ki,SVM,MACCS,0,0.781356548,0.803067719
CHEMBL1871_Ki,SVM,MACCS,0,0.68135713,0.857760662
CHEMBL2034_Ki,SVM,MACCS,0,0.751610949,0.897248866
CHEMBL204_Ki,SVM,MACCS,0,0.817644183,0.906731072
CHEMBL2047_EC50,SVM,MACCS,0,0.694650459,0.736349083
CHEMBL214_Ki,SVM,MACCS,0,0.795780814,0.837929502
CHEMBL2147_Ki,SVM,MACCS,0,0.867333766,0.95554634
CHEMBL218_EC50,SVM,MACCS,0,0.691008942,0.768487039
CHEMBL219_Ki,SVM,MACCS,0,0.843398027,0.908357548
CHEMBL228_Ki,SVM,MACCS,0,0.781722539,0.794780429
CHEMBL231_Ki,SVM,MACCS,0,0.728391826,0.85195656
CHEMBL233_Ki,SVM,MACCS,0,0.795844859,0.827828421
CHEMBL234_Ki,SVM,MACCS,0,0.732073517,0.768638677
CHEMBL235_EC50,SVM,MACCS,0,0.687891693,0.830357935
CHEMBL236_Ki,SVM,MACCS,0,0.777058691,0.954517579
CHEMBL237_EC50,SVM,MACCS,0,0.844960155,0.841791633
CHEMBL237_Ki,SVM,MACCS,0,0.79108672,0.843693414
CHEMBL238_Ki,SVM,MACCS,0,0.665336034,0.744444035
CHEMBL239_EC50,SVM,MACCS,0,0.726699705,0.843330654
CHEMBL244_Ki,SVM,MACCS,0,0.879064791,0.974186934
CHEMBL262_Ki,SVM,MACCS,0,0.817629005,0.915605753
CHEMBL264_Ki,SVM,MACCS,0,0.699051085,0.777057563
CHEMBL2835_Ki,SVM,MACCS,0,0.45653722,0.716238046
CHEMBL287_Ki,SVM,MACCS,0,0.784992185,0.818260079
CHEMBL2971_Ki,SVM,MACCS,0,0.675127808,0.848145211
CHEMBL3979_EC50,SVM,MACCS,0,0.701467725,0.738779475
CHEMBL4005_Ki,SVM,MACCS,0,0.699162851,0.811950021
CHEMBL4203_Ki,SVM,MACCS,0,0.981740906,1.466805927
CHEMBL4616_EC50,SVM,MACCS,0,0.661021167,0.656428257
CHEMBL4792_Ki,SVM,MACCS,0,0.815969426,0.887449925
CHEMBL1862_Ki,SVM,PHYSCHEM,0,0.902024762,0.805171892
CHEMBL1871_Ki,SVM,PHYSCHEM,0,0.839048736,0.845740505
CHEMBL2034_Ki,SVM,PHYSCHEM,0,0.86691577,0.971326855
CHEMBL204_Ki,SVM,PHYSCHEM,0,1.198104525,1.308818753
CHEMBL2047_EC50,SVM,PHYSCHEM,0,0.714601842,0.667223128
CHEMBL214_Ki,SVM,PHYSCHEM,0,0.994864566,0.97140775
CHEMBL2147_Ki,SVM,PHYSCHEM,0,0.997473065,0.998457004
CHEMBL218_EC50,SVM,PHYSCHEM,0,0.832750135,0.87590538
CHEMBL219_Ki,SVM,PHYSCHEM,0,1.013853906,1.026092582
CHEMBL228_Ki,SVM,PHYSCHEM,0,1.002313706,0.982691865
CHEMBL231_Ki,SVM,PHYSCHEM,0,0.914241271,0.910080476
CHEMBL233_Ki,SVM,PHYSCHEM,0,1.102585806,1.091282055
CHEMBL234_Ki,SVM,PHYSCHEM,0,0.923295843,0.958923009
CHEMBL235_EC50,SVM,PHYSCHEM,0,0.885697406,0.984834909
CHEMBL236_Ki,SVM,PHYSCHEM,0,1.147967533,1.220281238
CHEMBL237_EC50,SVM,PHYSCHEM,0,1.090203171,1.004049318
CHEMBL237_Ki,SVM,PHYSCHEM,0,1.097840479,1.112544505
CHEMBL238_Ki,SVM,PHYSCHEM,0,0.93637765,0.965753542
CHEMBL239_EC50,SVM,PHYSCHEM,0,0.919475477,1.034828627
CHEMBL244_Ki,SVM,PHYSCHEM,0,1.231001177,1.159752686
CHEMBL262_Ki,SVM,PHYSCHEM,0,0.93254068,0.935838726
CHEMBL264_Ki,SVM,PHYSCHEM,0,0.856358302,0.91279236
CHEMBL2835_Ki,SVM,PHYSCHEM,0,0.413377163,0.768488275
CHEMBL287_Ki,SVM,PHYSCHEM,0,0.904757766,0.929913563
CHEMBL2971_Ki,SVM,PHYSCHEM,0,0.897390574,0.92032248
CHEMBL3979_EC50,SVM,PHYSCHEM,0,0.979038132,0.951002787
CHEMBL4005_Ki,SVM,PHYSCHEM,0,0.769268359,0.846819007
CHEMBL4203_Ki,SVM,PHYSCHEM,0,1.00515886,1.221339244
CHEMBL4616_EC50,SVM,PHYSCHEM,0,0.833855806,0.821243785
CHEMBL4792_Ki,SVM,PHYSCHEM,0,0.849574895,0.868287756
CHEMBL1862_Ki,SVM,WHIM,0,0.920902465,0.879385434
CHEMBL1871_Ki,SVM,WHIM,0,0.811354718,0.847987631
CHEMBL2034_Ki,SVM,WHIM,0,0.925906959,1.106419902
CHEMBL204_Ki,SVM,WHIM,0,1.322654836,1.380690159
CHEMBL2047_EC50,SVM,WHIM,0,0.838092329,0.796423938
CHEMBL214_Ki,SVM,WHIM,0,1.079556023,1.114856166
CHEMBL2147_Ki,SVM,WHIM,0,1.041715504,0.954130587
CHEMBL218_EC50,SVM,WHIM,0,0.909466048,0.948996048
CHEMBL219_Ki,SVM,WHIM,0,1.079788973,1.10874269
CHEMBL228_Ki,SVM,WHIM,0,1.068396263,1.045278824
CHEMBL231_Ki,SVM,WHIM,0,1.0116555,0.927549064
CHEMBL233_Ki,SVM,WHIM,0,1.139220801,1.131596125
CHEMBL234_Ki,SVM,WHIM,0,1.00226164,1.036245219
CHEMBL235_EC50,SVM,WHIM,0,0.982244991,1.021842685
CHEMBL236_Ki,SVM,WHIM,0,1.136897006,1.19446263
CHEMBL237_EC50,SVM,WHIM,0,1.3225275,1.262472074
CHEMBL237_Ki,SVM,WHIM,0,1.204995541,1.160680719
CHEMBL238_Ki,SVM,WHIM,0,0.965580565,0.92009513
CHEMBL239_EC50,SVM,WHIM,0,1.020502368,1.090378556
CHEMBL244_Ki,SVM,WHIM,0,1.348308559,1.289837947
CHEMBL262_Ki,SVM,WHIM,0,0.848246643,0.803153236
CHEMBL264_Ki,SVM,WHIM,0,0.909991426,0.939522944
CHEMBL2835_Ki,SVM,WHIM,0,0.519276432,0.871643255
CHEMBL287_Ki,SVM,WHIM,0,1.032165582,1.030206864
CHEMBL2971_Ki,SVM,WHIM,0,0.88856602,1.071423519
CHEMBL3979_EC50,SVM,WHIM,0,1.011595835,0.986206025
CHEMBL4005_Ki,SVM,WHIM,0,0.815003802,0.907421866
CHEMBL4203_Ki,SVM,WHIM,0,1.007454766,1.159911337
CHEMBL4616_EC50,SVM,WHIM,0,0.903229827,0.856864589
CHEMBL4792_Ki,SVM,WHIM,0,1.019770105,0.992899697
CHEMBL1862_Ki,Transformer,TOKENS,10,0.818365197,0.774936675
CHEMBL1871_Ki,Transformer,TOKENS,10,0.795921235,0.882417195
CHEMBL2034_Ki,Transformer,TOKENS,10,0.734454473,0.913162621
CHEMBL204_Ki,Transformer,TOKENS,10,1.016057901,1.072231452
CHEMBL2047_EC50,Transformer,TOKENS,10,0.696402509,0.742510868
CHEMBL214_Ki,Transformer,TOKENS,10,0.867106922,0.886849544
CHEMBL2147_Ki,Transformer,TOKENS,10,0.905673954,0.932834127
CHEMBL218_EC50,Transformer,TOKENS,10,0.833554089,0.930167943
CHEMBL219_Ki,Transformer,TOKENS,10,0.898059286,0.937126736
CHEMBL228_Ki,Transformer,TOKENS,10,0.906114745,0.99034573
CHEMBL231_Ki,Transformer,TOKENS,10,0.900719147,1.04770367
CHEMBL233_Ki,Transformer,TOKENS,10,0.946148287,0.967051896
CHEMBL234_Ki,Transformer,TOKENS,10,0.870518775,0.927102814
CHEMBL235_EC50,Transformer,TOKENS,10,0.794268867,0.898923834
CHEMBL236_Ki,Transformer,TOKENS,10,0.936634499,1.0530229
CHEMBL237_EC50,Transformer,TOKENS,10,1.010964927,1.024015751
CHEMBL237_Ki,Transformer,TOKENS,10,0.948331212,0.962352292
CHEMBL238_Ki,Transformer,TOKENS,10,0.813968882,0.89750996
CHEMBL239_EC50,Transformer,TOKENS,10,0.840463871,0.932282679
CHEMBL244_Ki,Transformer,TOKENS,10,1.027446134,1.070923692
CHEMBL262_Ki,Transformer,TOKENS,10,0.874147196,1.017587253
CHEMBL264_Ki,Transformer,TOKENS,10,0.754997584,0.818538199
CHEMBL2835_Ki,Transformer,TOKENS,10,0.493129181,0.94270903
CHEMBL287_Ki,Transformer,TOKENS,10,0.939476112,0.959928185
CHEMBL2971_Ki,Transformer,TOKENS,10,0.76783803,1.070235938
CHEMBL3979_EC50,Transformer,TOKENS,10,0.849202998,0.858366671
CHEMBL4005_Ki,Transformer,TOKENS,10,0.748727653,0.864255853
CHEMBL4203_Ki,Transformer,TOKENS,10,0.967776276,1.196491602
CHEMBL4616_EC50,Transformer,TOKENS,10,0.77200977,0.772826546
CHEMBL4792_Ki,Transformer,TOKENS,10,0.87220687,0.902585865
